1.6740249134286914E-01 a         1     0     1     1     1
-4.4289153874364340E-01 a         2     0     1     1     2
-1.7838103561867208E-01 a         3     0     1     1     3
1.2757596568336219E-01 a         4     0     1     1     4
1.4051327617690529E-01 a         5     0     1     1     5
1.5802711766007441E-01 a         6     0     1     1     6
-1.5907417778751512E-01 a         7     0     1     1     7
-1.6772309091583218E-01 a         8     0     1     1     8
-5.1079221843045874E-01 a         9     0     1     1     9
6.4253541693367498E-03 a        10     0     1     1    10
-2.6165725455680849E-01 a        11     0     1     1    11
2.3480269869783282E-01 a        12     0     1     1    12
2.0089340870511613E-01 a        13     0     1     1    13
-1.2646450239409041E-01 a        14     0     1     1    14
-1.5575696904525138E-01 a        15     0     1     1    15
-1.1834683596340553E-01 a        16     0     1     1    16
-1.9809842141212816E-01 a        17     0     1     1    17
1.6710747243649030E-01 a        18     0     1     1    18
7.6097173287452857E-02 a        19     0     1     1    19
-5.8946339141625351E-02 a        20     0     1     1    20
7.0363521018738245E-02 a        21     0     1     1    21
-7.6035375108351164E-02 a        22     0     1     1    22
-4.0270406154841759E-01 a        23     0     1     1    23
-4.3378366607461816E-01 a        24     0     1     1    24
-4.2416469067345763E-01 a        25     0     2     1     1
1.3216204976096507E-01 a        26     0     2     1     2
3.0384245063681475E-01 a        27     0     2     1     3
-3.8848986429913207E-01 a        28     0     2     1     4
1.5732111636724999E-01 a        29     0     2     1     5
1.0200148104037158E-02 a        30     0     2     1     6
4.5362443813274936E-02 a        31     0     2     1     7
1.3222580279410687E-01 a        32     0     2     1     8
1.0019206178480271E-01 a        33     0     2     1     9
-2.5351345682141546E-01 a        34     0     2     1    10
4.7228991113959512E-01 a        35     0     2     1    11
-5.3532681683619809E-01 a        36     0     2     1    12
-4.2758219637569861E-01 a        37     0     2     1    13
-4.6525498583015829E-01 a        38     0     2     1    14
1.4641363691038786E-01 a        39     0     2     1    15
6.1930860083423238E-02 a        40     0     2     1    16
-2.0537282389668621E-02 a        41     0     2     1    17
-3.5829239520145204E-02 a        42     0     2     1    18
-3.4611291490474078E-01 a        43     0     2     1    19
1.2619201302072233E-01 a        44     0     2     1    20
8.0081891540572450E-02 a        45     0     2     1    21
1.7502970736045995E-01 a        46     0     2     1    22
2.1247543871118424E-01 a        47     0     2     1    23
2.2069548641438216E-01 a        48     0     2     1    24
1.7862134741336283E-01 a        49     0     3     1     1
-3.3532197793591961E-01 a        50     0     3     1     2
2.6816176496076005E-01 a        51     0     3     1     3
-7.7054672247839229E-01 a        52     0     3     1     4
5.9221534193539344E-02 a        53     0     3     1     5
-3.4209347926271977E-02 a        54     0     3     1     6
4.3293857418230913E-02 a        55     0     3     1     7
3.0587266321986056E-01 a        56     0     3     1     8
2.3424025907144855E-01 a        57     0     3     1     9
-2.6497835295706362E-01 a        58     0     3     1    10
